trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1493,True,"{'a': 0, 'e': 0}",20,8,-59.5070967470599,"{0: 7, 1: 1, 2: 2, 3: 2, 4: 0}",1
1494,True,"{'a': 0, 'e': 0}",20,0,-110.57687142592442,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
1495,True,"{'a': 0, 'e': 0}",20,0,-158.60079766118898,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
1496,True,"{'a': 0, 'e': 0}",25,0,-151.42356754157427,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 2}",0
1497,True,"{'a': 0, 'e': 0}",20,10,-32.353904407463176,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
1498,True,"{'a': 0, 'e': 0}",20,0,-129.27431914450617,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
1499,True,"{'a': 0, 'e': 0}",20,0,-52.80473315643575,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1500,True,"{'a': 0, 'e': 0}",35,0,-300.81771175825514,"{0: 17, 1: 6, 2: 5, 3: 2, 4: 5}",1
1501,True,"{'a': 0, 'e': 0}",25,0,-38.43508807460651,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
1502,True,"{'a': 0, 'e': 0}",25,0,-144.9567296550124,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1503,True,"{'a': 0, 'e': 0}",25,0,-308.07429701284167,"{0: 7, 1: 3, 2: 8, 3: 3, 4: 4}",0
1504,True,"{'a': 0, 'e': 0}",20,0,-43.04315708541643,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1505,True,"{'a': 0, 'e': 0}",25,0,-130.2442434371707,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
1506,True,"{'a': 0, 'e': 0}",20,0,-129.257983159757,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
1507,True,"{'a': 0, 'e': 0}",25,0,-249.41118500695984,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 5}",0
1508,True,"{'a': 0, 'e': 0}",25,0,-203.30470563979887,"{0: 10, 1: 6, 2: 4, 3: 3, 4: 2}",0
1509,True,"{'a': 0, 'e': 0}",30,0,-65.34708984564632,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
1510,True,"{'a': 0, 'e': 0}",25,12,-20.546135042692278,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1511,True,"{'a': 0, 'e': 0}",20,0,-171.59183962269677,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 4}",0
1512,True,"{'a': 0, 'e': 0}",25,0,-166.4930480941611,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
1513,True,"{'a': 0, 'e': 0}",30,0,-123.1011128229961,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
1514,True,"{'a': 0, 'e': 0}",30,0,-212.59675698539147,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
1515,True,"{'a': 0, 'e': 0}",30,13,-152.59334039457784,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 3}",1
1516,True,"{'a': 0, 'e': 0}",25,0,-68.57221640328218,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
1517,True,"{'a': 0, 'e': 0}",20,0,-82.99067019237549,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
1518,True,"{'a': 0, 'e': 0}",25,1,-100.1233815501609,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 1}",1
1519,True,"{'a': 0, 'e': 0}",25,0,-118.37733421612619,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
1520,True,"{'a': 0, 'e': 0}",25,0,-102.91453358452168,"{0: 18, 1: 4, 2: 0, 3: 1, 4: 2}",0
1521,True,"{'a': 0, 'e': 0}",20,3,-71.6047565255968,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
1522,True,"{'a': 0, 'e': 0}",20,0,-183.72782772495785,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
1523,True,"{'a': 0, 'e': 0}",30,0,-147.09109775023174,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
1524,True,"{'a': 0, 'e': 0}",20,0,-112.60487982058166,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
1525,True,"{'a': 0, 'e': 0}",20,5,-157.30266536445137,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 3}",1
1526,True,"{'a': 0, 'e': 0}",20,0,-143.31831685850543,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
1527,True,"{'a': 0, 'e': 0}",20,0,-56.47724309308999,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
1528,True,"{'a': 0, 'e': 0}",20,0,-142.27884695495104,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
1529,True,"{'a': 0, 'e': 0}",20,9,-80.87177255466338,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 1}",1
1530,True,"{'a': 0, 'e': 0}",20,0,-60.3398775618886,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
1531,True,"{'a': 0, 'e': 0}",30,0,-152.5776170158809,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
1532,True,"{'a': 0, 'e': 0}",20,0,-95.85616504588353,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
1533,True,"{'a': 0, 'e': 0}",25,0,-185.29649029697956,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
1534,True,"{'a': 0, 'e': 0}",20,0,-146.07209167227114,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
1535,True,"{'a': 0, 'e': 0}",20,11,-30.385061587289407,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
1536,True,"{'a': 0, 'e': 0}",20,0,-172.90747886233984,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
1537,True,"{'a': 0, 'e': 0}",25,0,-157.8740999783542,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
1538,True,"{'a': 0, 'e': 0}",25,0,-99.40316070423728,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
1539,True,"{'a': 0, 'e': 0}",30,0,-127.1173399524616,"{0: 18, 1: 7, 2: 3, 3: 0, 4: 2}",0
1540,True,"{'a': 0, 'e': 0}",30,0,-194.9539546470616,"{0: 15, 1: 6, 2: 4, 3: 3, 4: 2}",0
1541,True,"{'a': 0, 'e': 0}",25,14,-18.714600564475354,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
1542,True,"{'a': 0, 'e': 0}",20,0,-79.751410647317,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1543,True,"{'a': 0, 'e': 0}",30,0,-231.49941430312174,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
1544,True,"{'a': 0, 'e': 0}",25,0,-126.63915178674863,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
1545,True,"{'a': 0, 'e': 0}",20,0,-79.72223387183183,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
1546,True,"{'a': 0, 'e': 0}",30,3,-126.36953538363485,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 1}",1
1547,True,"{'a': 0, 'e': 0}",30,0,-136.13048264133678,"{0: 15, 1: 6, 2: 6, 3: 3, 4: 0}",0
1548,True,"{'a': 0, 'e': 0}",20,0,-197.7919780544286,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
1549,True,"{'a': 0, 'e': 0}",20,0,-154.90683982691195,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
1550,True,"{'a': 0, 'e': 0}",20,0,-169.8407745512014,"{0: 11, 1: 2, 2: 1, 3: 4, 4: 2}",0
1551,True,"{'a': 0, 'e': 0}",20,0,-85.88174155570258,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
1552,True,"{'a': 0, 'e': 0}",20,0,-173.287562988315,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
1553,True,"{'a': 0, 'e': 0}",25,0,-176.01575233554635,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
1554,True,"{'a': 0, 'e': 0}",35,0,-246.2706266910416,"{0: 22, 1: 5, 2: 1, 3: 2, 4: 5}",0
1555,True,"{'a': 0, 'e': 0}",35,0,-131.99322438142508,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 2}",0
1556,True,"{'a': 0, 'e': 0}",25,0,-102.93017614390895,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 0}",0
1557,True,"{'a': 0, 'e': 0}",25,0,-116.2228028777131,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
1558,True,"{'a': 0, 'e': 0}",30,0,-162.3416243644857,"{0: 17, 1: 2, 2: 7, 3: 3, 4: 1}",0
1559,True,"{'a': 0, 'e': 0}",20,0,-155.04176843146405,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
1560,True,"{'a': 0, 'e': 0}",20,0,-55.33590285147022,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
1561,True,"{'a': 0, 'e': 0}",25,0,-148.23799782229722,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
1562,True,"{'a': 0, 'e': 0}",30,1,-85.96394227369461,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 2}",1
1563,True,"{'a': 0, 'e': 0}",20,0,-99.67398195690889,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
1564,True,"{'a': 0, 'e': 0}",20,0,-126.02025609600054,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
1565,True,"{'a': 0, 'e': 0}",20,0,-96.69901485606839,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
1566,True,"{'a': 0, 'e': 0}",20,0,-81.83909857705287,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
1567,True,"{'a': 0, 'e': 0}",25,0,-150.68526724060737,"{0: 10, 1: 5, 2: 8, 3: 1, 4: 1}",0
1568,True,"{'a': 0, 'e': 0}",25,0,-134.38650945143561,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
1569,True,"{'a': 0, 'e': 0}",30,4,-39.34866776735344,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 0}",1
1570,True,"{'a': 0, 'e': 0}",20,0,-152.68754466516984,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
1571,True,"{'a': 0, 'e': 0}",25,0,-113.25159495909624,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1572,True,"{'a': 0, 'e': 0}",25,0,-152.84901249341726,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
1573,True,"{'a': 0, 'e': 0}",30,0,-126.42797610463019,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
1574,True,"{'a': 0, 'e': 0}",25,0,-161.8389012554659,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
1575,True,"{'a': 0, 'e': 0}",20,0,-96.59038119208063,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
1576,True,"{'a': 0, 'e': 0}",20,0,-161.68186496150162,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
1577,True,"{'a': 0, 'e': 0}",20,16,8.663947529990068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,True,"{'a': 0, 'e': 0}",25,0,-122.29986896654964,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
1579,True,"{'a': 0, 'e': 0}",20,1,-79.04551708669788,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
1580,True,"{'a': 0, 'e': 0}",20,0,-89.71690514370906,"{0: 8, 1: 4, 2: 8, 3: 0, 4: 0}",0
1581,True,"{'a': 0, 'e': 0}",25,1,-38.46355692293261,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
1582,True,"{'a': 0, 'e': 0}",30,0,-257.96462106924605,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 5}",0
1583,True,"{'a': 0, 'e': 0}",30,0,-197.30598128779556,"{0: 12, 1: 9, 2: 5, 3: 2, 4: 2}",0
1584,True,"{'a': 0, 'e': 0}",25,0,-238.8715701949554,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
1585,True,"{'a': 0, 'e': 0}",20,0,-66.85079158773708,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
1586,True,"{'a': 0, 'e': 0}",25,0,-127.04169473880312,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
1587,True,"{'a': 0, 'e': 0}",20,0,-108.76297797254664,"{0: 8, 1: 6, 2: 5, 3: 0, 4: 1}",0
1588,True,"{'a': 0, 'e': 0}",25,0,-152.66795000821634,"{0: 10, 1: 8, 2: 4, 3: 2, 4: 1}",0
1589,True,"{'a': 0, 'e': 0}",25,0,-177.4519831661585,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
1590,True,"{'a': 0, 'e': 0}",25,0,-133.90272121504987,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
1591,True,"{'a': 0, 'e': 0}",25,0,-126.64326201727145,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
1592,True,"{'a': 0, 'e': 0}",35,6,-101.01946061717607,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 1}",1
1593,True,"{'a': 0, 'e': 0}",25,0,-87.79876936867001,"{0: 12, 1: 6, 2: 7, 3: 0, 4: 0}",0
1594,True,"{'a': 0, 'e': 0}",20,0,-106.09420624256609,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1595,True,"{'a': 0, 'e': 0}",20,0,-82.36313429735057,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1596,True,"{'a': 0, 'e': 0}",20,0,-44.75041620672947,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
1597,True,"{'a': 0, 'e': 0}",20,0,-112.8855963383346,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
1598,True,"{'a': 0, 'e': 0}",30,0,-157.13112539775454,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
1599,True,"{'a': 0, 'e': 0}",20,0,-97.42218935282068,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
1600,True,"{'a': 0, 'e': 0}",30,0,-43.33504596075757,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
1601,True,"{'a': 0, 'e': 0}",25,0,-96.74157238518775,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
1602,True,"{'a': 0, 'e': 0}",30,0,-95.72290343503965,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
1603,True,"{'a': 0, 'e': 0}",25,0,-159.0894605955561,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
1604,True,"{'a': 0, 'e': 0}",20,0,-109.44472517094897,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
1605,True,"{'a': 0, 'e': 0}",20,0,-118.83132617284846,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
1606,True,"{'a': 0, 'e': 0}",25,0,-20.756568618315193,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
1607,True,"{'a': 0, 'e': 0}",20,0,-26.555798547658583,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1608,True,"{'a': 0, 'e': 0}",20,0,-124.13315525766167,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
1609,True,"{'a': 0, 'e': 0}",30,0,-92.73153543483906,"{0: 18, 1: 8, 2: 3, 3: 0, 4: 1}",0
1610,True,"{'a': 0, 'e': 0}",30,0,-220.95789056629874,"{0: 13, 1: 4, 2: 8, 3: 3, 4: 2}",0
1611,True,"{'a': 0, 'e': 0}",30,0,-164.34712390567248,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 3}",0
1612,True,"{'a': 0, 'e': 0}",25,0,-101.98431607653372,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
1613,True,"{'a': 0, 'e': 0}",20,0,-86.66920864185956,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
1614,True,"{'a': 0, 'e': 0}",25,0,-125.64241367254417,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1615,True,"{'a': 0, 'e': 0}",20,0,-106.77475168776195,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
1616,True,"{'a': 0, 'e': 0}",20,12,-104.11326136129105,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 2}",1
1617,True,"{'a': 0, 'e': 0}",20,0,-60.357534445803026,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1618,True,"{'a': 0, 'e': 0}",20,0,-86.52506293593139,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1619,True,"{'a': 0, 'e': 0}",25,0,-112.97856651107372,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
1620,True,"{'a': 0, 'e': 0}",20,0,-23.5142327393974,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1621,True,"{'a': 0, 'e': 0}",35,0,-118.58376655563859,"{0: 21, 1: 6, 2: 7, 3: 0, 4: 1}",0
1622,True,"{'a': 0, 'e': 0}",25,0,-167.2567805671503,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
1623,True,"{'a': 0, 'e': 0}",25,0,-106.83040810175795,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
1624,True,"{'a': 0, 'e': 0}",30,0,-158.22209639828867,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
1625,True,"{'a': 0, 'e': 0}",20,0,-45.944392809696346,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1626,True,"{'a': 0, 'e': 0}",20,0,-114.0248445715452,"{0: 8, 1: 4, 2: 6, 3: 2, 4: 0}",0
1627,True,"{'a': 0, 'e': 0}",25,0,-95.02318813228513,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
1628,True,"{'a': 0, 'e': 0}",20,0,-113.38797059422423,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
1629,True,"{'a': 0, 'e': 0}",20,0,-85.30400217262552,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
1630,True,"{'a': 0, 'e': 0}",20,5,-26.54718462383115,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
1631,True,"{'a': 0, 'e': 0}",20,0,-196.1776029528063,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
1632,True,"{'a': 0, 'e': 0}",20,0,-72.34481889943297,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1633,True,"{'a': 0, 'e': 0}",20,0,-91.51708136009259,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1634,True,"{'a': 0, 'e': 0}",25,0,-154.61784854185734,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
1635,True,"{'a': 0, 'e': 0}",25,0,-96.3446614929188,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
1636,True,"{'a': 0, 'e': 0}",20,0,-72.8469001615218,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
1637,True,"{'a': 0, 'e': 0}",20,0,-117.00959438835132,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
1638,True,"{'a': 0, 'e': 0}",25,0,-235.13699772119784,"{0: 12, 1: 2, 2: 6, 3: 1, 4: 4}",0
1639,True,"{'a': 0, 'e': 0}",20,0,-191.9747193471176,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
1640,True,"{'a': 0, 'e': 0}",25,0,-64.05727928247236,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
1641,True,"{'a': 0, 'e': 0}",25,0,-174.40975127710306,"{0: 11, 1: 3, 2: 9, 3: 0, 4: 2}",0
1642,True,"{'a': 0, 'e': 0}",20,3,-132.53556239938177,"{0: 7, 1: 0, 2: 8, 3: 1, 4: 1}",1
1643,True,"{'a': 0, 'e': 0}",35,22,-53.76916186889508,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
1644,True,"{'a': 0, 'e': 0}",30,0,-121.23108203085066,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
1645,True,"{'a': 0, 'e': 0}",20,0,-165.8414486101301,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
1646,True,"{'a': 0, 'e': 0}",20,0,-126.716392761162,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1647,True,"{'a': 0, 'e': 0}",25,0,-163.90229056969432,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
1648,True,"{'a': 0, 'e': 0}",20,0,-85.21226688227298,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1649,True,"{'a': 0, 'e': 0}",30,0,-186.71053860639384,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
1650,True,"{'a': 0, 'e': 0}",25,0,-132.0513870342076,"{0: 9, 1: 5, 2: 10, 3: 1, 4: 0}",0
1651,True,"{'a': 0, 'e': 0}",20,0,-165.0238863544871,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
1652,True,"{'a': 0, 'e': 0}",20,0,-172.3748709160039,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
1653,True,"{'a': 0, 'e': 0}",25,18,-41.10389157609633,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
1654,True,"{'a': 0, 'e': 0}",20,0,-96.24438473872326,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",1
1655,True,"{'a': 0, 'e': 0}",30,0,-99.92723246788721,"{0: 18, 1: 9, 2: 1, 3: 1, 4: 1}",0
1656,True,"{'a': 0, 'e': 0}",25,0,-164.2308153114258,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
1657,True,"{'a': 0, 'e': 0}",20,0,-47.00725871997457,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1658,True,"{'a': 0, 'e': 0}",25,6,-90.15189320649225,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 1}",1
1659,True,"{'a': 0, 'e': 0}",20,0,-77.02341172786285,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
1660,True,"{'a': 0, 'e': 0}",25,0,-114.23898319434426,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
1661,True,"{'a': 0, 'e': 0}",25,0,-135.9405692755296,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
1662,True,"{'a': 0, 'e': 0}",25,0,-253.27317387342075,"{0: 11, 1: 3, 2: 5, 3: 2, 4: 4}",0
1663,True,"{'a': 0, 'e': 0}",30,0,-177.3865722612326,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
1664,True,"{'a': 0, 'e': 0}",20,0,-189.2581504502558,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
1665,True,"{'a': 0, 'e': 0}",30,0,-155.560092852162,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
1666,True,"{'a': 0, 'e': 0}",35,0,-135.16670519426697,"{0: 21, 1: 6, 2: 5, 3: 2, 4: 1}",0
1667,True,"{'a': 0, 'e': 0}",20,0,-20.209054138420125,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
1668,True,"{'a': 0, 'e': 0}",25,0,-106.912013594348,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
1669,True,"{'a': 0, 'e': 0}",20,0,-104.93399204021775,"{0: 9, 1: 6, 2: 3, 3: 1, 4: 1}",0
1670,True,"{'a': 0, 'e': 0}",20,0,-45.18194725648478,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1671,True,"{'a': 0, 'e': 0}",20,0,-73.77370626418765,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1672,True,"{'a': 0, 'e': 0}",25,0,-108.70864819055858,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
1673,True,"{'a': 0, 'e': 0}",30,0,-213.35684188870343,"{0: 15, 1: 6, 2: 4, 3: 2, 4: 3}",0
1674,True,"{'a': 0, 'e': 0}",20,0,-52.174935721452606,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1675,True,"{'a': 0, 'e': 0}",35,0,-258.57753664728017,"{0: 18, 1: 3, 2: 8, 3: 3, 4: 3}",0
1676,True,"{'a': 0, 'e': 0}",30,0,-111.93902998327914,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
1677,True,"{'a': 0, 'e': 0}",20,0,-110.68446187555644,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
1678,True,"{'a': 0, 'e': 0}",30,0,-146.12367540518633,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
1679,True,"{'a': 0, 'e': 0}",25,0,-130.95759993496867,"{0: 15, 1: 3, 2: 3, 3: 3, 4: 1}",0
1680,True,"{'a': 0, 'e': 0}",25,0,-100.74400330362955,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
1681,True,"{'a': 0, 'e': 0}",20,0,-105.57988336869045,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1682,True,"{'a': 0, 'e': 0}",25,0,-103.24827450329549,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
1683,True,"{'a': 0, 'e': 0}",25,0,-135.2178514641776,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
1684,True,"{'a': 0, 'e': 0}",20,0,-96.57427786708878,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
1685,True,"{'a': 0, 'e': 0}",20,0,-66.49051480635288,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1686,True,"{'a': 0, 'e': 0}",20,0,-174.3451140577425,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
1687,True,"{'a': 0, 'e': 0}",30,0,-210.7199616255549,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
1688,True,"{'a': 0, 'e': 0}",20,0,-101.29394612185105,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1689,True,"{'a': 0, 'e': 0}",25,0,-230.0343980856554,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 5}",0
1690,True,"{'a': 0, 'e': 0}",30,0,-144.24905496131655,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
1691,True,"{'a': 0, 'e': 0}",25,0,-128.46713912196682,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
1692,True,"{'a': 0, 'e': 0}",20,0,-106.63688361352186,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
1693,True,"{'a': 0, 'e': 0}",25,0,-123.68263561277267,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
1694,True,"{'a': 0, 'e': 0}",25,0,-202.10221947073748,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
1695,True,"{'a': 0, 'e': 0}",20,0,-115.58167452374433,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
1696,True,"{'a': 0, 'e': 0}",20,0,-164.2279317915965,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
1697,True,"{'a': 0, 'e': 0}",25,0,-123.94866473723079,"{0: 11, 1: 7, 2: 4, 3: 3, 4: 0}",0
