trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
440,True,"{'a': 0, 'e': 0}",30,13,-112.9996793848902,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 2}",1
441,True,"{'a': 0, 'e': 0}",20,0,-158.09357209928234,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
442,True,"{'a': 0, 'e': 0}",30,0,-92.81915248044169,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
443,True,"{'a': 0, 'e': 0}",20,0,-132.29059330979686,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
444,True,"{'a': 0, 'e': 0}",20,0,-47.04370231998487,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
445,True,"{'a': 0, 'e': 0}",30,0,-172.1624460217764,"{0: 14, 1: 5, 2: 8, 3: 2, 4: 1}",0
446,True,"{'a': 0, 'e': 0}",20,0,-52.03877613023474,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
447,True,"{'a': 0, 'e': 0}",20,0,-208.70515637503541,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
448,True,"{'a': 0, 'e': 0}",25,0,-65.1731939394489,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
449,True,"{'a': 0, 'e': 0}",20,0,-1.0486052779240809,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
450,True,"{'a': 0, 'e': 0}",20,8,-66.93933614992233,"{0: 5, 1: 1, 2: 5, 3: 1, 4: 0}",1
451,True,"{'a': 0, 'e': 0}",25,0,-152.55083799427027,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
452,True,"{'a': 0, 'e': 0}",25,0,-110.8017236269267,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
453,True,"{'a': 0, 'e': 0}",20,0,-86.88509203419923,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
454,True,"{'a': 0, 'e': 0}",20,0,-113.54933155805723,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
455,True,"{'a': 0, 'e': 0}",25,0,-161.1089520005117,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
456,True,"{'a': 0, 'e': 0}",20,0,-127.44343207281659,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
457,True,"{'a': 0, 'e': 0}",25,0,-55.150694247619995,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
458,True,"{'a': 0, 'e': 0}",25,0,-82.02574004104852,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
459,True,"{'a': 0, 'e': 0}",20,0,-110.31278795888453,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
460,True,"{'a': 0, 'e': 0}",20,0,-92.29633725883019,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
461,True,"{'a': 0, 'e': 0}",35,0,-242.22173472752547,"{0: 23, 1: 1, 2: 4, 3: 3, 4: 4}",0
462,True,"{'a': 0, 'e': 0}",20,0,-210.68934602629693,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
463,True,"{'a': 0, 'e': 0}",20,0,-90.1688304396142,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
464,True,"{'a': 0, 'e': 0}",20,0,-112.0935109054076,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
465,True,"{'a': 0, 'e': 0}",20,0,-187.36221214772257,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
466,True,"{'a': 0, 'e': 0}",20,0,-140.982878683813,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
467,True,"{'a': 0, 'e': 0}",20,0,-124.55494755625858,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
468,True,"{'a': 0, 'e': 0}",20,0,-61.26338328381504,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
469,True,"{'a': 0, 'e': 0}",25,0,-18.72199989990029,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
470,True,"{'a': 0, 'e': 0}",20,0,-110.53199689377159,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
471,True,"{'a': 0, 'e': 0}",25,0,-186.34373457119233,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
472,True,"{'a': 0, 'e': 0}",25,1,-4.316390815827344,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
473,True,"{'a': 0, 'e': 0}",30,0,-94.85961855659609,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
474,True,"{'a': 0, 'e': 0}",20,0,-129.01378275067785,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
475,True,"{'a': 0, 'e': 0}",30,0,-255.02038482815112,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 5}",0
476,True,"{'a': 0, 'e': 0}",25,0,-95.4789615314747,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
477,True,"{'a': 0, 'e': 0}",20,0,-111.67024592442485,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
478,True,"{'a': 0, 'e': 0}",25,2,-41.4864103598385,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 0}",1
479,True,"{'a': 0, 'e': 0}",20,0,-76.02159296671854,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
480,True,"{'a': 0, 'e': 0}",20,0,-144.67023044892687,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
481,True,"{'a': 0, 'e': 0}",20,0,-71.07238834772167,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
482,True,"{'a': 0, 'e': 0}",35,0,-245.62282321606506,"{0: 17, 1: 5, 2: 8, 3: 2, 4: 3}",0
483,True,"{'a': 0, 'e': 0}",25,0,-184.96261887111095,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
484,True,"{'a': 0, 'e': 0}",25,0,-122.39520278620769,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
485,True,"{'a': 0, 'e': 0}",20,0,-77.56895300821701,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
486,True,"{'a': 0, 'e': 0}",20,0,-153.89507453860918,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
487,True,"{'a': 0, 'e': 0}",25,12,-14.776298788359345,"{0: 8, 1: 5, 2: 0, 3: 0, 4: 0}",1
488,True,"{'a': 0, 'e': 0}",25,7,-197.80541388654643,"{0: 7, 1: 0, 2: 7, 3: 1, 4: 3}",1
489,True,"{'a': 0, 'e': 0}",25,0,-134.9623188113247,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
490,True,"{'a': 0, 'e': 0}",20,0,-168.24302240296987,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
491,True,"{'a': 0, 'e': 0}",20,0,-154.1733869118899,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
492,True,"{'a': 0, 'e': 0}",25,0,-152.31800424599734,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
493,True,"{'a': 0, 'e': 0}",25,0,-128.59204745247308,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
494,True,"{'a': 0, 'e': 0}",20,0,-71.23521878785601,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
495,True,"{'a': 0, 'e': 0}",30,0,-206.13387574857836,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
496,True,"{'a': 0, 'e': 0}",25,0,-112.95275943630082,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
497,True,"{'a': 0, 'e': 0}",20,0,-150.00149637616977,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
498,True,"{'a': 0, 'e': 0}",20,0,-154.12330956294275,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
499,True,"{'a': 0, 'e': 0}",20,0,-109.80416931591245,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
500,True,"{'a': 0, 'e': 0}",20,0,-191.2536524301376,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
501,True,"{'a': 0, 'e': 0}",20,0,-87.62614194982794,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
502,True,"{'a': 0, 'e': 0}",20,0,-60.2573281271021,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
503,True,"{'a': 0, 'e': 0}",20,0,-71.46420951461455,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
504,True,"{'a': 0, 'e': 0}",20,0,-102.32790899475546,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
505,True,"{'a': 0, 'e': 0}",20,0,-118.78076197815157,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
506,True,"{'a': 0, 'e': 0}",25,0,-187.08735910272668,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
507,True,"{'a': 0, 'e': 0}",25,0,-159.2727486995289,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
508,True,"{'a': 0, 'e': 0}",25,0,-199.79991544981294,"{0: 10, 1: 1, 2: 11, 3: 1, 4: 2}",0
509,True,"{'a': 0, 'e': 0}",20,0,-100.75418602500531,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
510,True,"{'a': 0, 'e': 0}",20,0,-110.61931777443174,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
511,True,"{'a': 0, 'e': 0}",20,0,-91.44252551617997,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
512,True,"{'a': 0, 'e': 0}",20,0,-148.90083538603105,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
513,True,"{'a': 0, 'e': 0}",30,3,-94.78895605278979,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 0}",1
514,True,"{'a': 0, 'e': 0}",25,0,-85.5264520378469,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
515,True,"{'a': 0, 'e': 0}",20,14,8.980774631082994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,True,"{'a': 0, 'e': 0}",20,0,-208.93467747577438,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
517,True,"{'a': 0, 'e': 0}",20,0,-88.16782460116484,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
518,True,"{'a': 0, 'e': 0}",25,0,-195.985686486861,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
519,True,"{'a': 0, 'e': 0}",35,23,-33.80595122680418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
520,True,"{'a': 0, 'e': 0}",20,0,-133.5178135637298,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
521,True,"{'a': 0, 'e': 0}",25,0,-116.6810283372201,"{0: 12, 1: 6, 2: 6, 3: 0, 4: 1}",0
522,True,"{'a': 0, 'e': 0}",25,0,-78.28675992695358,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
523,True,"{'a': 0, 'e': 0}",20,0,-78.63623829799235,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
524,True,"{'a': 0, 'e': 0}",20,0,-145.24578814949905,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
525,True,"{'a': 0, 'e': 0}",20,0,-128.98411271297812,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
526,True,"{'a': 0, 'e': 0}",20,0,-58.34711050791484,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
527,True,"{'a': 0, 'e': 0}",20,0,-68.56415320235864,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
528,True,"{'a': 0, 'e': 0}",30,0,-197.87841989489883,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
529,True,"{'a': 0, 'e': 0}",25,0,-140.09369477370197,"{0: 9, 1: 4, 2: 11, 3: 1, 4: 0}",0
530,True,"{'a': 0, 'e': 0}",20,8,-82.89455984564106,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
531,True,"{'a': 0, 'e': 0}",20,0,-165.349565051351,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
532,True,"{'a': 0, 'e': 0}",20,0,-50.301432939938316,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 0}",0
533,True,"{'a': 0, 'e': 0}",20,0,-172.87497345882545,"{0: 9, 1: 1, 2: 6, 3: 2, 4: 2}",1
534,True,"{'a': 0, 'e': 0}",30,0,-132.42216971633803,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
535,True,"{'a': 0, 'e': 0}",20,0,-105.51325300774968,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
536,True,"{'a': 0, 'e': 0}",30,0,-190.58404005301992,"{0: 14, 1: 6, 2: 6, 3: 2, 4: 2}",0
537,True,"{'a': 0, 'e': 0}",20,0,-161.53738142712749,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
538,True,"{'a': 0, 'e': 0}",30,0,-152.7202727244822,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
539,True,"{'a': 0, 'e': 0}",25,0,-106.96490730379452,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
540,True,"{'a': 0, 'e': 0}",25,0,-133.685175527916,"{0: 12, 1: 1, 2: 10, 3: 2, 4: 0}",0
541,True,"{'a': 0, 'e': 0}",25,0,-149.50468483154754,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
542,True,"{'a': 0, 'e': 0}",20,0,-39.365809325080185,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
543,True,"{'a': 0, 'e': 0}",30,0,-203.3590851635521,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
544,True,"{'a': 0, 'e': 0}",30,0,-120.65078245893991,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
545,True,"{'a': 0, 'e': 0}",35,0,-190.81906654482168,"{0: 23, 1: 5, 2: 3, 3: 0, 4: 4}",0
546,True,"{'a': 0, 'e': 0}",20,10,-7.2861611556587365,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",1
547,True,"{'a': 0, 'e': 0}",25,0,-113.54122234030281,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
548,True,"{'a': 0, 'e': 0}",25,0,-106.7646239113608,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
549,True,"{'a': 0, 'e': 0}",20,0,-142.27591625077207,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
550,True,"{'a': 0, 'e': 0}",25,0,-210.61970303016724,"{0: 8, 1: 3, 2: 10, 3: 3, 4: 1}",0
551,True,"{'a': 0, 'e': 0}",25,0,-203.95881189575243,"{0: 12, 1: 3, 2: 4, 3: 4, 4: 2}",0
552,True,"{'a': 0, 'e': 0}",25,0,-99.58609921687001,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
553,True,"{'a': 0, 'e': 0}",20,0,-175.25787347670737,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
554,True,"{'a': 0, 'e': 0}",20,5,-185.15605814776197,"{0: 5, 1: 3, 2: 2, 3: 2, 4: 3}",1
555,True,"{'a': 0, 'e': 0}",25,0,-84.68106447638266,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
556,True,"{'a': 0, 'e': 0}",20,0,-124.643645553196,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
557,True,"{'a': 0, 'e': 0}",25,0,-213.94656948386515,"{0: 11, 1: 3, 2: 7, 3: 1, 4: 3}",0
558,True,"{'a': 0, 'e': 0}",25,0,-212.10987249178933,"{0: 12, 1: 4, 2: 5, 3: 0, 4: 4}",0
559,True,"{'a': 0, 'e': 0}",20,0,-95.21493418581164,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
560,True,"{'a': 0, 'e': 0}",25,0,-82.43991057628989,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
561,True,"{'a': 0, 'e': 0}",20,0,-160.06087747617698,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
562,True,"{'a': 0, 'e': 0}",20,0,-80.42858161898747,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
563,True,"{'a': 0, 'e': 0}",25,0,-167.19837458844228,"{0: 12, 1: 4, 2: 4, 3: 4, 4: 1}",0
564,True,"{'a': 0, 'e': 0}",20,0,-98.19371060820545,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
565,True,"{'a': 0, 'e': 0}",20,0,-135.0399937868973,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
566,True,"{'a': 0, 'e': 0}",20,0,-99.33109663669066,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
567,True,"{'a': 0, 'e': 0}",25,0,-141.09824520198725,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
568,True,"{'a': 0, 'e': 0}",35,0,-144.38753158255662,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
569,True,"{'a': 0, 'e': 0}",20,8,-7.9990697284168615,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
570,True,"{'a': 0, 'e': 0}",30,10,-116.5739610193847,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
571,True,"{'a': 0, 'e': 0}",30,0,-180.2910136486999,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
572,True,"{'a': 0, 'e': 0}",25,12,-62.6252781442772,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 0}",1
573,True,"{'a': 0, 'e': 0}",20,0,-177.74413625269975,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
574,True,"{'a': 0, 'e': 0}",25,0,-148.21416161167292,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
575,True,"{'a': 0, 'e': 0}",25,0,-229.30318427993703,"{0: 9, 1: 4, 2: 6, 3: 4, 4: 2}",0
576,True,"{'a': 0, 'e': 0}",20,0,-134.27149246450884,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
577,True,"{'a': 0, 'e': 0}",20,0,-126.84697349415727,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
578,True,"{'a': 0, 'e': 0}",25,0,-170.79098030764203,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
579,True,"{'a': 0, 'e': 0}",20,0,-71.48165991940446,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
580,True,"{'a': 0, 'e': 0}",30,0,-93.01440393178416,"{0: 17, 1: 4, 2: 9, 3: 0, 4: 0}",0
581,True,"{'a': 0, 'e': 0}",30,0,-186.82473209038227,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
582,True,"{'a': 0, 'e': 0}",35,0,-172.8873187388268,"{0: 23, 1: 4, 2: 5, 3: 0, 4: 3}",0
583,True,"{'a': 0, 'e': 0}",25,0,-106.8142168317594,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
584,True,"{'a': 0, 'e': 0}",20,0,-138.2419895762157,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
585,True,"{'a': 0, 'e': 0}",20,0,-48.35844422750103,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
586,True,"{'a': 0, 'e': 0}",25,0,-88.69228407669401,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
587,True,"{'a': 0, 'e': 0}",20,0,-11.581141145405264,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
588,True,"{'a': 0, 'e': 0}",25,0,-100.30495453292413,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
589,True,"{'a': 0, 'e': 0}",20,0,-77.09619876039338,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
590,True,"{'a': 0, 'e': 0}",20,0,-122.018822445328,"{0: 6, 1: 3, 2: 10, 3: 1, 4: 0}",0
591,True,"{'a': 0, 'e': 0}",20,0,-156.67863409414994,"{0: 9, 1: 4, 2: 3, 3: 2, 4: 2}",0
592,True,"{'a': 0, 'e': 0}",25,0,-212.3612121662709,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
593,True,"{'a': 0, 'e': 0}",20,0,-72.40299389913021,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
594,True,"{'a': 0, 'e': 0}",25,0,-102.05753016364673,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
595,True,"{'a': 0, 'e': 0}",25,0,-144.23386225119725,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
596,True,"{'a': 0, 'e': 0}",20,0,-148.8912894688969,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
597,True,"{'a': 0, 'e': 0}",20,0,-52.97517105077326,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
598,True,"{'a': 0, 'e': 0}",30,18,-15.957380133672682,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
599,True,"{'a': 0, 'e': 0}",25,8,-134.36786978273557,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 3}",1
600,True,"{'a': 0, 'e': 0}",20,0,-88.97473603973636,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
601,True,"{'a': 0, 'e': 0}",20,0,-145.39127722909254,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
602,True,"{'a': 0, 'e': 0}",20,0,-83.22315334468641,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
603,True,"{'a': 0, 'e': 0}",25,0,-97.66729213184018,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
604,True,"{'a': 0, 'e': 0}",20,14,-4.352306399862922,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
605,True,"{'a': 0, 'e': 0}",25,0,-93.25882663350284,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
606,True,"{'a': 0, 'e': 0}",25,0,-101.1274747530396,"{0: 13, 1: 1, 2: 11, 3: 0, 4: 0}",0
607,True,"{'a': 0, 'e': 0}",30,0,-89.83722429745416,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
608,True,"{'a': 0, 'e': 0}",30,0,-144.14976719465787,"{0: 15, 1: 3, 2: 11, 3: 0, 4: 1}",0
609,True,"{'a': 0, 'e': 0}",30,0,-220.1271634492105,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
610,True,"{'a': 0, 'e': 0}",20,0,-109.61729761919058,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
611,True,"{'a': 0, 'e': 0}",20,2,-56.872550099974454,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 0}",1
612,True,"{'a': 0, 'e': 0}",20,13,-30.931711199843317,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
613,True,"{'a': 0, 'e': 0}",20,0,-85.6572142127942,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
614,True,"{'a': 0, 'e': 0}",30,0,-132.28168593118968,"{0: 17, 1: 1, 2: 11, 3: 0, 4: 1}",0
615,True,"{'a': 0, 'e': 0}",30,0,-69.04772104381281,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
616,True,"{'a': 0, 'e': 0}",20,0,-17.897331095058792,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
617,True,"{'a': 0, 'e': 0}",25,0,-113.56505522773021,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
618,True,"{'a': 0, 'e': 0}",20,7,-152.87344540633546,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 3}",1
619,True,"{'a': 0, 'e': 0}",25,11,-46.103208071409,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,True,"{'a': 0, 'e': 0}",20,0,-79.32253901879376,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
621,True,"{'a': 0, 'e': 0}",30,0,-116.28445567903172,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
622,True,"{'a': 0, 'e': 0}",25,0,-140.09053296958245,"{0: 8, 1: 11, 2: 5, 3: 0, 4: 1}",0
623,True,"{'a': 0, 'e': 0}",20,0,-75.82632188933768,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
624,True,"{'a': 0, 'e': 0}",20,0,-49.71656143983927,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
625,True,"{'a': 0, 'e': 0}",30,0,-162.45636742189362,"{0: 16, 1: 5, 2: 4, 3: 4, 4: 1}",0
626,True,"{'a': 0, 'e': 0}",20,0,-155.49392173202708,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
627,True,"{'a': 0, 'e': 0}",30,0,-202.9807491542015,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
628,True,"{'a': 0, 'e': 0}",25,0,-215.86913387662423,"{0: 12, 1: 6, 2: 2, 3: 1, 4: 4}",0
629,True,"{'a': 0, 'e': 0}",20,0,-32.155304783773055,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
630,True,"{'a': 0, 'e': 0}",25,3,-53.97087042572177,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
631,True,"{'a': 0, 'e': 0}",25,0,-154.4069605857766,"{0: 10, 1: 6, 2: 7, 3: 1, 4: 1}",0
632,True,"{'a': 0, 'e': 0}",25,0,-188.77216678251577,"{0: 10, 1: 2, 2: 11, 3: 0, 4: 2}",0
633,True,"{'a': 0, 'e': 0}",20,0,-143.13307332286286,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
634,True,"{'a': 0, 'e': 0}",20,0,-131.6685896736777,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
635,True,"{'a': 0, 'e': 0}",25,0,-139.80421414983533,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
636,True,"{'a': 0, 'e': 0}",20,6,-33.06099715702548,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
637,True,"{'a': 0, 'e': 0}",20,0,-53.58629315292706,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
638,True,"{'a': 0, 'e': 0}",25,0,-164.1339693719655,"{0: 10, 1: 7, 2: 4, 3: 3, 4: 1}",0
639,True,"{'a': 0, 'e': 0}",25,0,-223.4029384913114,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
640,True,"{'a': 0, 'e': 0}",30,0,-159.5827883962008,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
641,True,"{'a': 0, 'e': 0}",30,0,-207.45504431751655,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
642,True,"{'a': 0, 'e': 0}",30,0,-192.20841660067154,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
643,True,"{'a': 0, 'e': 0}",25,0,-100.54040589731409,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
644,True,"{'a': 0, 'e': 0}",20,0,-100.89386826451637,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
645,True,"{'a': 0, 'e': 0}",25,0,-48.3736189304173,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
646,True,"{'a': 0, 'e': 0}",30,0,-247.4858226301932,"{0: 14, 1: 2, 2: 9, 3: 2, 4: 3}",0
647,True,"{'a': 0, 'e': 0}",20,0,-103.17693868686162,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
